Date,Open,High,Low,Close,Adj Close,Volume,20_day,50_day,,
1/28/1981,0.138951,0.138951,0.138393,0.138393,0.109186,28156800,0.1202567,0.11545756,,
1/29/1981,0.133929,0.133929,0.133371,0.133371,0.105223,43904000,0.1190569,0.11514506,,
1/30/1981,0.127232,0.127232,0.126116,0.126116,0.0995,46188800,0.11830355,0.11496648,,
2/2/1981,0.11942,0.11942,0.118862,0.118862,0.093777,23766400,0.11794085,0.114933,,
2/3/1981,0.123326,0.123884,0.123326,0.123326,0.097299,19152000,0.11785715,0.1150446,,
2/4/1981,0.12779,0.128348,0.12779,0.12779,0.100821,27865600,0.1174944,0.11494416,,
2/5/1981,0.12779,0.128906,0.12779,0.12779,0.100821,7929600,0.11688055,0.1146205,,
2/6/1981,0.128348,0.128906,0.128348,0.128348,0.101261,13865600,0.1162109,0.1143638,,
2/9/1981,0.122768,0.122768,0.121652,0.121652,0.095978,16755200,0.11506695,0.1142522,,
2/10/1981,0.121652,0.12221,0.121652,0.121652,0.095978,18345600,0.11400665,0.1143638,,
2/11/1981,0.118304,0.118304,0.117746,0.117746,0.092896,13843200,0.11275105,0.11454236,,
2/12/1981,0.117188,0.117188,0.116629,0.116629,0.092016,14560000,0.11188605,0.11477672,,
2/13/1981,0.114955,0.114955,0.113839,0.113839,0.089814,11155200,0.1110211,0.1150111,,
2/17/1981,0.116629,0.117188,0.116629,0.116629,0.092016,12275200,0.110491,0.11525664,,
2/18/1981,0.121652,0.122768,0.121652,0.121652,0.095978,19241600,0.1100725,0.1154129,,
2/19/1981,0.114955,0.114955,0.114397,0.114397,0.090254,22310400,0.10973765,0.11551334,,
2/20/1981,0.108817,0.108817,0.108259,0.108259,0.085412,24371200,0.10970975,0.11575888,,
2/23/1981,0.109933,0.110491,0.109933,0.109933,0.086732,14112000,0.11004455,0.11611602,,
2/24/1981,0.107143,0.107143,0.106027,0.106027,0.08365,16979200,0.1105189,0.11642852,,
2/25/1981,0.112723,0.113281,0.112723,0.112723,0.088934,19488000,0.11116065,0.11675218,,
2/26/1981,0.114397,0.114955,0.114397,0.114397,0.090254,10841600,0.11135595,0.1169754,,
2/27/1981,0.118304,0.11942,0.118304,0.118304,0.093336,14761600,0.11135595,0.11718746,,
3/2/1981,0.118862,0.11942,0.118862,0.118862,0.093777,11760000,0.1109653,0.11726558,,
3/3/1981,0.117746,0.117746,0.117188,0.117188,0.092456,16172800,0.11054675,0.11733254,,
3/4/1981,0.116629,0.116629,0.116071,0.116071,0.091575,13708800,0.1101561,0.11742182,,
3/5/1981,0.116071,0.116071,0.115513,0.115513,0.091135,5376000,0.1097655,0.11749996,,
3/6/1981,0.115513,0.115513,0.114397,0.114397,0.090254,11603200,0.10987715,0.11764506,,
3/9/1981,0.106027,0.106027,0.105469,0.105469,0.08321,15321600,0.1100725,0.11785712,,
3/10/1981,0.101004,0.101004,0.100446,0.100446,0.079248,28380800,0.1106026,0.1182031,,
3/11/1981,0.097656,0.097656,0.09654,0.09654,0.076166,29859200,0.11132805,0.11872766,,
3/12/1981,0.100446,0.101004,0.100446,0.100446,0.079248,59248000,0.11252785,0.11947544,,
3/13/1981,0.099888,0.099888,0.09933,0.09933,0.078367,231302400,0.11364395,0.12026786,,
3/16/1981,0.103237,0.104353,0.103237,0.103237,0.081449,37228800,0.11489955,0.12107144,,
3/17/1981,0.108259,0.109375,0.108259,0.108259,0.085412,43747200,0.1159598,0.12195312,,
3/18/1981,0.114955,0.116071,0.114955,0.114955,0.090695,36937600,0.11676895,0.12273436,,
3/19/1981,0.114397,0.114397,0.113839,0.113839,0.089814,37811200,0.1169364,0.12339284,,
3/20/1981,0.114955,0.116071,0.114955,0.114955,0.090695,14604800,0.1168248,0.12407364,,
3/23/1981,0.11942,0.120536,0.11942,0.11942,0.094217,22019200,0.1168248,0.12458704,,
3/24/1981,0.11942,0.11942,0.118862,0.118862,0.093777,28156800,0.1169922,0.12501114,,
3/25/1981,0.117746,0.117746,0.116629,0.116629,0.092016,7056000,0.1174107,0.1255022,,
3/26/1981,0.114955,0.114955,0.114397,0.114397,0.090254,12275200,0.11810825,0.12599328,,
3/27/1981,0.111049,0.111049,0.110491,0.110491,0.087173,12252800,0.1188616,0.12642856,,
3/30/1981,0.110491,0.111607,0.110491,0.110491,0.087173,9900800,0.11975445,0.12699776,,
3/31/1981,0.110491,0.110491,0.109375,0.109375,0.086292,15993600,0.1205357,0.12760044,,
4/1/1981,0.108817,0.108817,0.108259,0.108259,0.085412,34070400,0.12128905,0.1283482,,
4/2/1981,0.117746,0.118304,0.117746,0.117746,0.092896,31404800,0.1222098,0.1290848,,
4/3/1981,0.118304,0.118862,0.118304,0.118304,0.093336,16486400,0.1226562,0.1296205,,
4/6/1981,0.116629,0.116629,0.116071,0.116071,0.091575,22803200,0.1230468,0.13008924,,
4/7/1981,0.115513,0.115513,0.114955,0.114955,0.090695,10684800,0.12352115,0.130558,,
4/8/1981,0.120536,0.121652,0.120536,0.120536,0.095097,21952000,0.1238839,0.13103792,,
4/9/1981,0.122768,0.123326,0.122768,0.122768,0.096858,12499200,0.1240513,0.1313281,,
4/10/1981,0.124442,0.125,0.124442,0.124442,0.098179,33465600,0.1241629,0.13147318,,
4/13/1981,0.124442,0.125,0.124442,0.124442,0.098179,16060800,0.1240513,0.13162942,,
4/14/1981,0.124442,0.125,0.124442,0.124442,0.098179,6652800,0.1239397,0.1317187,,
4/15/1981,0.118862,0.118862,0.118304,0.118304,0.093336,34048000,0.1238002,0.13186378,,
4/16/1981,0.112165,0.112165,0.111607,0.111607,0.088053,23878400,0.1238839,0.13209814,,
4/20/1981,0.114955,0.115513,0.114955,0.114955,0.090695,35347200,0.12444195,0.13237716,,
4/21/1981,0.122768,0.123326,0.122768,0.122768,0.096858,28537600,0.1249442,0.13239948,,
4/22/1981,0.127232,0.12779,0.127232,0.127232,0.100381,18995200,0.1249442,0.13224322,,
4/23/1981,0.13058,0.131138,0.13058,0.13058,0.103022,58016000,0.1249163,0.13199768,,
4/24/1981,0.13058,0.13058,0.129464,0.129464,0.102142,35056000,0.12508375,0.13160706,,
4/27/1981,0.128906,0.128906,0.128348,0.128348,0.101261,38528000,0.1256139,0.13126108,,
4/28/1981,0.126674,0.126674,0.126116,0.126116,0.0995,32188800,0.12617195,0.1310267,,
4/29/1981,0.125,0.125,0.124442,0.124442,0.098179,13641600,0.1272322,0.1306584,,
4/30/1981,0.126674,0.12779,0.126674,0.126674,0.09994,12611200,0.12837615,0.13015616,,
5/1/1981,0.126674,0.12779,0.126674,0.126674,0.09994,16553600,0.1294364,0.12965394,,
5/4/1981,0.126674,0.126674,0.126116,0.126116,0.0995,14448000,0.13049665,0.129241,,
5/5/1981,0.126116,0.126116,0.125558,0.125558,0.09906,17539200,0.1312221,0.12889502,,
5/6/1981,0.122768,0.122768,0.12221,0.12221,0.096418,18950400,0.13197545,0.128616,,
5/7/1981,0.123884,0.124442,0.123884,0.123884,0.097739,9363200,0.1330357,0.12848206,,
5/8/1981,0.125,0.125558,0.125,0.125,0.098619,7907200,0.13390065,0.1281584,,
5/11/1981,0.122768,0.122768,0.12221,0.12221,0.096418,11939200,0.1344587,0.12780126,,
5/12/1981,0.12221,0.123884,0.12221,0.12221,0.096418,4256000,0.13529575,0.12737714,,
5/13/1981,0.12221,0.123326,0.121652,0.121652,0.095978,4905600,0.1362165,0.12700884,,
5/14/1981,0.121094,0.121094,0.119978,0.119978,0.094657,4928000,0.13747205,0.12671866,,
5/15/1981,0.122768,0.124442,0.122768,0.122768,0.096858,4905600,0.1387276,0.12655124,,
5/18/1981,0.125,0.126116,0.125,0.125,0.098619,4166400,0.13981575,0.1262499,,
5/19/1981,0.123326,0.123326,0.122768,0.122768,0.096858,25424000,0.1406528,0.12587044,,
5/20/1981,0.126674,0.12779,0.126674,0.126674,0.09994,13283200,0.14148985,0.12561374,,
5/21/1981,0.133929,0.134487,0.133929,0.133929,0.105664,32211200,0.1421037,0.1253124,,
5/22/1981,0.140067,0.141183,0.140067,0.140067,0.110507,31427200,0.1421595,0.12484364,,
5/26/1981,0.140067,0.140067,0.139509,0.139509,0.110066,85344000,0.14165725,0.1242856,,
5/27/1981,0.147321,0.147879,0.147321,0.147321,0.11623,149497600,0.1412945,0.12380568,,
5/28/1981,0.147321,0.147879,0.147321,0.147321,0.11623,73987200,0.14037375,0.12311372,,
5/29/1981,0.147879,0.148438,0.147879,0.147879,0.11667,59382400,0.1395925,0.12242176,,
6/1/1981,0.147879,0.148438,0.147879,0.147879,0.11667,51251200,0.13869965,0.121902224,,
6/2/1981,0.141183,0.141183,0.140625,0.140625,0.110947,40432000,0.1375836,0.121116429,,
6/3/1981,0.140625,0.141741,0.140625,0.140625,0.110947,39446400,0.1363559,0.120433122,,
6/4/1981,0.143415,0.143973,0.143415,0.143415,0.113148,56067200,0.1350724,0.11968149,,
6/5/1981,0.141741,0.141741,0.141183,0.141183,0.111387,57680000,0.1336494,0.118838755,,
6/8/1981,0.136719,0.136719,0.136161,0.136161,0.107425,93497600,0.1321427,0.117973224,,
6/9/1981,0.138951,0.139509,0.138951,0.138951,0.109626,119593600,0.1309429,0.117164633,,
6/10/1981,0.140625,0.142299,0.140625,0.140625,0.110947,25222400,0.1298268,0.116276327,,
6/11/1981,0.146763,0.147321,0.146763,0.146763,0.11579,38976000,0.1281806,0.115376633,,
6/12/1981,0.145647,0.145647,0.145089,0.145089,0.114469,25804800,0.12580895,0.11421502,,
6/15/1981,0.145089,0.145089,0.144531,0.144531,0.114029,143763200,0.12363265,0.112973673,,
6/16/1981,0.142299,0.142299,0.141741,0.141741,0.111827,37251200,0.12170745,0.111789286,,
6/17/1981,0.140067,0.140067,0.139509,0.139509,0.110066,27574400,0.12006125,0.110627653,,
6/18/1981,0.139509,0.140067,0.138951,0.138951,0.109626,23049600,0.11866615,0.109522959,,
6/19/1981,0.135603,0.135603,0.135045,0.135045,0.106544,27507200,0.11749425,0.108520776,,
6/22/1981,0.13058,0.13058,0.130022,0.130022,0.102582,10841600,0.11612705,0.107598306,,
6/23/1981,0.132254,0.133371,0.132254,0.132254,0.104343,15030400,0.1149831,0.106892224,,
6/24/1981,0.130022,0.130022,0.128906,0.128906,0.101701,23027200,0.1134206,0.106174755,,
6/25/1981,0.131696,0.132254,0.131696,0.131696,0.103903,24259200,0.11216505,0.105423122,,
6/26/1981,0.131138,0.131138,0.130022,0.130022,0.102582,23788800,0.1109374,0.104591776,,
6/29/1981,0.126674,0.126674,0.125558,0.125558,0.09906,10595200,0.11001665,0.103737653,,
6/30/1981,0.116629,0.116629,0.116071,0.116071,0.091575,35907200,0.1091238,0.102974633,,
7/1/1981,0.115513,0.115513,0.114955,0.114955,0.090695,170464000,0.1086216,0.102416612,,
7/2/1981,0.114955,0.115513,0.114955,0.114955,0.090695,30284800,0.1083705,0.101858592,,
7/6/1981,0.112165,0.112165,0.111049,0.111049,0.087613,16531200,0.1082031,0.101243612,,
7/7/1981,0.112165,0.113281,0.112165,0.112165,0.088493,15836800,0.1081752,0.100662796,,
7/8/1981,0.116629,0.117188,0.116629,0.116629,0.092016,16620800,0.1081752,0.100025041,,
7/9/1981,0.108259,0.108259,0.107701,0.107701,0.084971,32883200,0.1081194,0.099250633,,
7/10/1981,0.099888,0.099888,0.09933,0.09933,0.078367,55171200,0.1083705,0.098669816,,
7/13/1981,0.101563,0.102121,0.101563,0.101563,0.080128,45740800,0.10904015,0.098271224,,
7/14/1981,0.106027,0.107143,0.106027,0.106027,0.08365,19779200,0.109433684,0.097735959,,
7/15/1981,0.108817,0.109375,0.108817,0.108817,0.085852,10953600,0.109609895,0.097075429,,
7/16/1981,0.111607,0.112723,0.111607,0.111607,0.088053,15232000,0.109521789,0.096346571,,
7/17/1981,0.115513,0.116071,0.115513,0.115513,0.091135,19824000,0.109110632,0.095367163,,
7/20/1981,0.108259,0.108259,0.107701,0.107701,0.084971,23654400,0.108405789,0.094319429,,
7/21/1981,0.107701,0.107701,0.107143,0.107143,0.084531,31942400,0.107935842,0.093499449,,
7/22/1981,0.102121,0.102121,0.101004,0.101004,0.079688,22668800,0.107377789,0.092702245,,
7/23/1981,0.103795,0.104353,0.103795,0.103795,0.081889,34451200,0.107084105,0.092030327,,
7/24/1981,0.107143,0.107701,0.107143,0.107143,0.084531,28851200,0.106702263,0.091415347,,
7/27/1981,0.111607,0.112165,0.111607,0.111607,0.088053,17337600,0.105791789,0.090777592,,
7/28/1981,0.108259,0.108259,0.107701,0.107701,0.084971,22848000,0.104352632,0.090037347,,
7/29/1981,0.106585,0.106585,0.106027,0.106027,0.08365,15500800,0.103236579,0.089467918,,
7/30/1981,0.109933,0.111049,0.109933,0.109933,0.086732,9900800,0.102120474,0.088989592,,
7/31/1981,0.111607,0.112165,0.111607,0.111607,0.088053,10953600,0.100828158,0.088442939,,
8/3/1981,0.111607,0.111607,0.110491,0.110491,0.087173,12432000,0.099682737,0.087919082,,
8/4/1981,0.112165,0.112723,0.112165,0.112165,0.088493,31673600,0.098596053,0.087418,,
8/5/1981,0.115513,0.116071,0.115513,0.115513,0.091135,17494400,0.097714947,0.086780245,,
8/6/1981,0.113281,0.113281,0.112723,0.112723,0.088934,10528000,0.096745737,0.086108327,,
8/7/1981,0.112723,0.113281,0.112723,0.112723,0.088934,9206400,0.095659053,0.085470571,,
8/10/1981,null,null,null,null,null,null,0.094513632,0.08486698,,
8/11/1981,0.110491,0.110491,0.109375,0.109375,0.086292,71456000,0.09419645,0.08492188,,
8/12/1981,0.107701,0.107701,0.107143,0.107143,0.084531,26275200,0.0931362,0.08448662,,
8/13/1981,0.104353,0.104353,0.103795,0.103795,0.081889,27484800,0.09221545,0.08408484,,
8/14/1981,0.103237,0.103237,0.102121,0.102121,0.080569,24192000,0.0914063,0.08370536,,
8/17/1981,0.099888,0.099888,0.098772,0.098772,0.077927,18905600,0.0905413,0.08335936,,
8/18/1981,0.097656,0.097656,0.09654,0.09654,0.076166,17001600,0.08973215,0.08311384,,
8/19/1981,0.09654,0.09654,0.095424,0.095424,0.075285,20675200,0.0889509,0.08296876,,
8/20/1981,0.09654,0.097098,0.09654,0.09654,0.076166,17113600,0.08811385,0.08282368,,
8/21/1981,0.09096,0.09096,0.089844,0.089844,0.070883,41910400,0.0872489,0.0826786,,
8/24/1981,0.084821,0.084821,0.084263,0.084263,0.06648,23072000,0.08674665,0.08266744,,
8/25/1981,0.086496,0.087054,0.086496,0.086496,0.068241,40700800,0.08630025,0.08274558,,
8/26/1981,0.085379,0.085379,0.084821,0.084821,0.06692,33600000,0.0856585,0.08273442,,
8/27/1981,0.085379,0.085938,0.085379,0.085379,0.067361,25916800,0.0850726,0.08263398,,
8/28/1981,0.089844,0.090402,0.089844,0.089844,0.070883,38035200,0.08398445,0.08253354,,
8/31/1981,0.089844,0.090402,0.089844,0.089844,0.070883,40947200,0.08270095,0.08236612,,
9/1/1981,0.095424,0.095982,0.095424,0.095424,0.075285,37027200,0.08158485,0.08220986,,
9/2/1981,0.097098,0.097656,0.097098,0.097098,0.076606,19376000,0.08021765,0.08198664,,
9/3/1981,0.093192,0.093192,0.092076,0.092076,0.072644,37475200,0.07876675,0.08178576,,
9/4/1981,0.091518,0.091518,0.09096,0.09096,0.071763,15254400,0.077846,0.08156254,,
9/8/1981,0.088728,0.088728,0.08817,0.08817,0.069562,25446400,0.07709265,0.08133932,,
9/9/1981,0.08817,0.088728,0.08817,0.08817,0.069562,30531200,0.0764509,0.08120538,,
9/10/1981,0.088728,0.089286,0.088728,0.088728,0.070002,34809600,0.07603235,0.08112724,,
9/11/1981,0.08817,0.08817,0.087612,0.087612,0.069122,17539200,0.0757254,0.08103794,,
9/14/1981,0.085379,0.085379,0.084821,0.084821,0.06692,27686400,0.07550215,0.08098212,,
9/15/1981,0.083147,0.083147,0.082589,0.082589,0.065159,19510400,0.075558,0.080904,,
9/16/1981,0.081473,0.081473,0.080915,0.080915,0.063838,19353600,0.07572545,0.08085936,,
9/17/1981,0.079241,0.079241,0.078683,0.078683,0.062077,19376000,0.07572545,0.08088168,,
9/18/1981,0.079241,0.079799,0.079241,0.079241,0.062518,26320000,0.07592075,0.08099328,,
9/21/1981,0.079799,0.080357,0.079799,0.079799,0.062958,49033600,0.07603235,0.0810714,,
9/22/1981,0.075893,0.075893,0.075335,0.075335,0.059436,47420800,0.07619975,0.08113836,,
9/23/1981,0.074777,0.074777,0.073661,0.073661,0.058115,28201600,0.0768136,0.08130576,,
9/24/1981,0.073661,0.073661,0.073103,0.073103,0.057675,18300800,0.07751115,0.08148432,,
9/25/1981,0.064732,0.064732,0.063616,0.063616,0.05019,34608000,0.0782087,0.08171868,,
9/28/1981,0.064174,0.064732,0.064174,0.064174,0.050631,91728000,0.07926895,0.08215394,,
9/29/1981,0.067522,0.06808,0.067522,0.067522,0.053272,94684800,0.0803013,0.08254456,,
9/30/1981,0.06808,0.068638,0.06808,0.06808,0.053712,49996800,0.08125,0.08287938,,
10/1/1981,0.06808,0.068638,0.06808,0.06808,0.053712,61129600,0.0823103,0.08320304,,
10/2/1981,0.073661,0.074219,0.073661,0.073661,0.058115,45046400,0.0833148,0.08351554,,
10/5/1981,0.075893,0.077009,0.075893,0.075893,0.059876,43097600,0.08409605,0.08366062,,
10/6/1981,0.075893,0.075893,0.075335,0.075335,0.059436,28358400,0.0847657,0.0838057,,
10/7/1981,0.079799,0.080915,0.079799,0.079799,0.062958,38841600,0.08540745,0.08404008,,
10/8/1981,0.082589,0.083147,0.082589,0.082589,0.065159,31091200,0.0857144,0.08433026,,
10/9/1981,0.083147,0.084263,0.083147,0.083147,0.0656,54521600,0.0855749,0.0847209,,
10/12/1981,0.085938,0.086496,0.085938,0.085938,0.067801,27350400,0.0854354,0.08501108,,
10/13/1981,0.085938,0.087054,0.085938,0.085938,0.067801,44195200,0.08521215,0.08527892,,
10/14/1981,0.081473,0.081473,0.080915,0.080915,0.063838,30979200,0.0850168,0.08550212,,
10/15/1981,0.082589,0.083147,0.082589,0.082589,0.065159,29433600,0.0851842,0.08583694,,
10/16/1981,0.082031,0.082031,0.081473,0.081473,0.064279,36467200,0.08540745,0.086049,,
10/19/1981,0.083147,0.083705,0.083147,0.083147,0.0656,20585600,0.08537955,0.08631686,,
10/20/1981,0.087612,0.08817,0.087612,0.087612,0.069122,35728000,0.08521215,0.08662936,,
10/21/1981,0.087612,0.08817,0.087612,0.087612,0.069122,76899200,0.0849052,0.08685256,,
10/22/1981,0.087612,0.087612,0.087054,0.087054,0.068681,32278400,0.08473775,0.0870646,,
10/23/1981,0.085379,0.085379,0.084821,0.084821,0.06692,27910400,0.0845982,0.08718736,,
10/26/1981,0.084821,0.085379,0.084821,0.084821,0.06692,27283200,0.0845982,0.08733246,,
10/27/1981,0.086496,0.087612,0.086496,0.086496,0.068241,85590400,0.0844029,0.08733246,,
10/28/1981,0.089286,0.089844,0.089286,0.089286,0.070442,44172800,0.08409595,0.0873771,,
10/29/1981,0.088728,0.088728,0.08817,0.08817,0.069562,30486400,0.0837332,0.08725432,,
10/30/1981,0.089286,0.089844,0.089286,0.089286,0.070442,52729600,0.08353785,0.08709806,,
11/2/1981,0.089286,0.089844,0.089286,0.089286,0.070442,36915200,0.0832309,0.08690832,,
11/3/1981,0.088728,0.088728,0.08817,0.08817,0.069562,28380800,0.08292395,0.0867967,,
11/4/1981,0.086496,0.086496,0.085938,0.085938,0.067801,23811200,0.0827007,0.08681902,,
11/5/1981,0.080357,0.080357,0.079799,0.079799,0.062958,23363200,0.08253325,0.08691946,,
11/6/1981,0.080357,0.080915,0.080357,0.080357,0.063398,24595200,0.08278435,0.08709804,,
11/9/1981,0.081473,0.082031,0.081473,0.081473,0.064279,20384000,0.08303545,0.08729894,,
11/10/1981,0.082031,0.082589,0.082031,0.082031,0.064719,16755200,0.08314705,0.087511,,
11/11/1981,0.084263,0.084821,0.084263,0.084263,0.06648,27440000,0.08325865,0.08772306,,
11/12/1981,0.087054,0.087612,0.087054,0.087054,0.068681,39916800,0.08325865,0.08783468,,
11/13/1981,0.081473,0.081473,0.080915,0.080915,0.063838,21011200,0.0830912,0.08782352,,
11/16/1981,0.080357,0.080357,0.079799,0.079799,0.062958,22556800,0.0830912,0.0879463,,
11/17/1981,0.081473,0.082031,0.081473,0.081473,0.064279,35414400,0.0832586,0.0881472,,
11/18/1981,0.084263,0.084821,0.084263,0.084263,0.06648,29142400,0.08353765,0.08833694,,
11/19/1981,0.084263,0.084821,0.084263,0.084263,0.06648,40006400,0.0840399,0.08844856,,
11/20/1981,0.084821,0.085379,0.084821,0.084821,0.06692,38102400,0.0849328,0.08857134,,
11/23/1981,0.082031,0.082031,0.080915,0.080915,0.063838,22960000,0.08557455,0.08868296,,
11/24/1981,0.080915,0.080915,0.080357,0.080357,0.063398,22153600,0.0864953,0.08882806,,
11/25/1981,0.082031,0.082589,0.082031,0.082031,0.064719,52550400,0.08733235,0.08898432,,
11/27/1981,0.084263,0.084821,0.084263,0.084263,0.06648,37251200,0.0881136,0.08899548,,
11/30/1981,0.083705,0.083705,0.083147,0.083147,0.0656,23968000,0.08856005,0.088962,,
12/1/1981,0.083147,0.083705,0.083147,0.083147,0.0656,23385600,0.089146,0.08897316,,
12/2/1981,0.083705,0.084263,0.083705,0.083705,0.06604,37564800,0.08992725,0.088962,,
12/3/1981,0.083147,0.083147,0.082589,0.082589,0.065159,20428800,0.0906806,0.088962,,
12/4/1981,0.084821,0.085379,0.084821,0.084821,0.06692,137155200,0.09146185,0.08895084,,
12/7/1981,0.085379,0.085938,0.085379,0.085379,0.067361,59292800,0.0918804,0.08891736,,
12/8/1981,0.084821,0.084821,0.083705,0.083705,0.06604,50624000,0.09221525,0.08889504,,
12/9/1981,0.084263,0.084821,0.084263,0.084263,0.06648,34272000,0.09227105,0.08889504,,
12/10/1981,0.084263,0.084821,0.084263,0.084263,0.06648,37408000,0.0924943,0.08886156,,
12/11/1981,0.084263,0.084821,0.083705,0.083705,0.06604,76092800,0.0924385,0.08880576,,
12/14/1981,0.082031,0.082031,0.080915,0.080915,0.063838,25244800,0.0922711,0.08877228,,
12/15/1981,0.083147,0.083705,0.083147,0.083147,0.0656,31315200,0.0922153,0.08878344,,
12/16/1981,0.087054,0.087612,0.087054,0.087054,0.068681,65452800,0.0922432,0.08874996,,
12/17/1981,0.094308,0.094866,0.094308,0.094308,0.074405,51452800,0.0923548,0.0886495,,
12/18/1981,0.102121,0.102679,0.102121,0.102121,0.080569,71724800,0.0921874,0.08840396,,
12/21/1981,0.098214,0.098214,0.097656,0.097656,0.077046,56403200,0.09151775,0.08800216,,
12/22/1981,0.09933,0.099888,0.09933,0.09933,0.078367,53827200,0.09115505,0.08765618,,
12/23/1981,0.097656,0.097656,0.097098,0.097098,0.076606,28896000,0.09079235,0.08715396,,
12/24/1981,0.097656,0.098214,0.097656,0.097656,0.077046,28918400,0.09056915,0.08667406,,
12/28/1981,0.094308,0.094308,0.093192,0.093192,0.073524,36579200,0.09017855,0.08619416,,
12/29/1981,0.094866,0.095982,0.094866,0.094866,0.074845,24236800,0.08984375,0.08578122,,
12/30/1981,0.098772,0.09933,0.098772,0.098772,0.077927,32188800,0.08945315,0.0853348,,
12/31/1981,0.098772,0.09933,0.098772,0.098772,0.077927,54656000,0.08900675,0.08472096,,
1/4/1982,0.098772,0.098772,0.098214,0.098214,0.077487,71254400,0.08861615,0.08409596,,
1/5/1982,0.094308,0.094308,0.093192,0.093192,0.073524,35840000,0.08819765,0.0834598,,
1/6/1982,0.092634,0.092634,0.092076,0.092076,0.072644,66080000,0.08805815,0.08285712,,
1/7/1982,0.085938,0.085938,0.084821,0.084821,0.06692,70044800,0.08797445,0.0823772,,
1/8/1982,0.088728,0.089286,0.088728,0.088728,0.070002,56604800,0.0881419,0.08216516,,
1/11/1982,0.083705,0.083705,0.083147,0.083147,0.0656,33331200,0.088114,0.08198658,,
1/12/1982,0.080915,0.080915,0.080357,0.080357,0.063398,59920000,0.0880861,0.0818973,,
1/13/1982,0.080357,0.080357,0.079799,0.079799,0.062958,41753600,0.0881977,0.08177454,,
1/14/1982,0.083705,0.084263,0.083705,0.083705,0.06604,25715200,0.088393,0.08165178,,
1/15/1982,0.089286,0.090402,0.089286,0.089286,0.070442,46704000,0.0883372,0.08142858,,
1/18/1982,0.09096,0.092076,0.09096,0.09096,0.071763,28000000,0.08805815,0.08112724,,
1/19/1982,0.089844,0.089844,0.088728,0.088728,0.070002,55507200,0.0876117,0.08081474,,
1/20/1982,0.090402,0.09096,0.090402,0.090402,0.071323,25827200,0.08733265,0.08054688,,
